ChemSpider,SMILES,original_format_type,Protein Binding Number,units,Reference,Measurement_type,is_open,is_predicted
392060,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4268,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5554,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3904,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
1945,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,% bound,21,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
137720,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
96956,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5959,ClCCN(CCCl)C1=CNC(=O)NC1=O,% bound,5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4740,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,% bound,70,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2445,CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3348,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
46451,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,% bound,92,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2934,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4578,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,% bound,70,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3574,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,% bound,79,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5391,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,% bound,45,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2289,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3228,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4444553,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,% bound,99.4,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4774,CC(C)C1=CC=CC(C(C)C)=C1O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
1909,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
99301,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,% bound,94,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2483,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8913,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
1613,CCCN1C2=C(NC=N2)C(=O)NC1=O,% bound,49,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2660,CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
394204,C[C@@H]1O[C@@H]1P(O)(O)=O,% bound,0,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2908,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,% bound,98.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
6578,CN1C(=O)CC(C1=O)C1=CC=CC=C1,% bound,21,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
Cefaclor,[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,% bound,23.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
49889,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3818,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4514729,NC(=O)CCCN\C(C1=CC=C(Cl)C=C1)=C1/C=C(F)C=CC1=O,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4455,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3040,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4470813,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,% bound,1,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5834,NCCS,% bound,52,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
25037,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,% bound,25,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
7972,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,% bound,76,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10481959,CN(C)N=NC1=C(N=CN1)C(N)=O,% bound,5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
6761,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,% bound,0,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5201,CN1N=NC2=C(N=CN2C1=O)C(N)=O,% bound,15,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
16736212,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
1266005,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5643,CC(C)(S)C(N)C(O)=O,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5552,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2951,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
99300,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2272523,CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,% bound,15,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
393220,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4470556,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2035,CC(C)NCC(O)COC1=CC=CC=C1CC=C,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
30971,C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1,% bound,56,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4447604,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,% bound,33,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5166,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,% bound,99,%,http://www.drugs.com/pregnancy/suprofen-ophthalmic.html,Plasma Protein Binding,TRUE,FALSE
133239,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4445173,[H]C(CCN1CCN(CCO)CC1)=C1C2C=C(C=CC2SC2=C1C=CC=C2)C(F)(F)F,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54861,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10482078,[H][C@@]1(C[C@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,% bound,92,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2612,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,% bound,87,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54859,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,% bound,4,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2619,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
49565,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
6619,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,% bound,1,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5055,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,% bound,24,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2377,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3390,CN1N=C(C(=O)NC2CC3CCCC(C2)N3C)C2=CC=CC=C12,% bound,65,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
580857,CC=C(C(=CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,% bound,65,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5145,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
13172,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H],% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54803,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,% bound,70,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
45864,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,% bound,5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3163,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4434,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,% bound,73,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4470565,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,% bound,88,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54661,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
389880,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,% bound,84,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5532,NS(=O)(=O)CC1=NOC2=CC=CC=C12,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4444552,[H]C1CC[C@]2(C)[C@]([H])(CC[C@@]2([H])\C1=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(O)(C)C,% bound,99.8,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5279,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,% bound,12,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
59377,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8600,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2045,NC12CC3CC(CC(C3)C1)C2,% bound,67,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4029,CC1=NC=C(N1CCO)[N+]([O-])=O,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4444059,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,% bound,73,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
110198,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,% bound,35,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
14785,[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2,% bound,1,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3695,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,% bound,75,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
559124,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2298414,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
39656,[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O,% bound,80.6,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2792,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3196,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3208,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,% bound,17,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4445541,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4444513,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)C1=O,% bound,77,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
58539,CCC[C@@]1(CCC2=CC=CC=C2)CC(=O)C([C@H](CC)C2=CC(NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)=CC=C2)=C(O)O1,% bound,99.9,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3936,CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O,% bound,90,%,http://www.mybwmc.org/library/41/082500,Plasma Protein Binding,TRUE,FALSE
3871,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,% bound,88,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4968,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3897,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2808,OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1,% bound,18,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
22498,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,% bound,4,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2157,CC(=O)OC1=CC=CC=C1C(O)=O,% bound,99.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9524,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4447684,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])C2[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC2=CC(O)=CC=C12,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
570894,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O,% bound,35,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3214,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,% bound,28,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3231,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,% bound,65,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3635,NNC(=O)C1=CC=NC=C1,% bound,5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4287,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4900,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,% bound,14,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
75752,CC[C@@H]1[C@@]([C@@H]([C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)N)C)O)(C)O,% bound,22,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4447623,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,% bound,25,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
6485,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,% bound,78,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4662,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3922,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,% bound,75,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5517,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,% bound,60,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2130,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,% bound,25,%,http://www.atozdiseasesanddrugs.com/apraclonidine/,Plasma Protein Binding,TRUE,FALSE
59391,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,% bound,99.51,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
110575,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
35562,C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2015,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,% bound,82,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10482167,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,% bound,5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2180,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,% bound,88,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
132493,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2997,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4575437,CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3C=NC(=C3)C3=CC=CN=C3)C(=O)O[C@@]12C)OC,% bound,65,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5770,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3811,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,% bound,10,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
181000,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,% bound,82,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4445539,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,% bound,99.9,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3292,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,% bound,63,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
199761,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],% bound,58,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
390044,CN1C2=C([N-]C(Cl)=N2)C(=O)N(C)C1=O.C[NH+](C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
6017,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,% bound,13,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
70377,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54278,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4453,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,% bound,99.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2178,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8075,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3328,NCC1(CC(O)=O)CCCCC1,% bound,3,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
29400,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,% bound,75,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
70378,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,% bound,15,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3513,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,% bound,67.9,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
83289,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3336,NC1=NC(=O)C2=C(N1)N(COC(CO)CO)C=N2,% bound,2,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2384,CS(=O)(=O)OCCCCOS(C)(=O)=O,% bound,32,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3693,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
